Ydre (Sund-Norra Vi-Svinhult-Västra Ryd),4
Ydre (Torpa-Asby),4
Ydre (Österbymo),3
Kinda (Kinda norra),4
Kinda (Kinda västra),4
Kinda (Kinda östra),4
Kinda (Kisa västra),3
Kinda (Kisa östra),1
Kinda (Rimforsa),4
Boxholm (Boxholm omnejd),4
Boxholm (Boxholm västra),3
Boxholm (Boxholm östra),3
Åtvidaberg (Åtvidaberg centrum nordost),3
Åtvidaberg (Åtvidaberg centrum sydväst),4
Åtvidaberg (Åtvidaberg nord),4
Åtvidaberg (Åtvidaberg syd),3
Finspång (Dunderbacken-Hårstorp),3
Finspång (Finspång centrala-Svälthagen),3
Finspång (Finspång omland),4
Finspång (Grosvad-Butbro),3
Finspång (Lotorp-Vistinge),4
Finspång (Norrmalm-Östermalm),3
Finspång (Nyhem),3
Finspång (Storängen),1
Finspång (Viggestorp-Falla),4
Valdemarsvik (Gryt-Skärgården),4
Valdemarsvik (Ringarum-Gusum),3
Valdemarsvik (Valdemarsviks tätort),3
Linköping (Berga),2
Linköping (Domkyrkan-Slottet),4
Linköping (Ekholmen),4
Linköping (Ekkällan-Garnisonen),4
Linköping (Ekängen),5
Linköping (Gottfridsberg),4
Linköping (Hackefors),5
Linköping (Hejdegården),4
Linköping (Hjulsbro),5
Linköping (Johannelund),3
Linköping (Lambohov-Slaka),3
Linköping (Lilla Torget-Sankt Lars),4
Linköping (Linghem),5
Linköping (Ljungsbro-Berg),4
Linköping (Malmslätt),4
Linköping (Ramshäll),3
Linköping (Ryd),2
Linköping (Skäggetorp-Tornby),1
Linköping (Sturefors),5
Linköping (Tallboda),4
Linköping (Tannefors-Stångebro-Kallerstad),4
Linköping (Trädgårdsföreningen-Folkungavallen),4
Linköping (Ullstämma-Haninge),4
Linköping (Valkebo omland),4
Linköping (Valla-T1),4
Linköping (Vasastaden-Hunneberg),4
Linköping (Vidingsjö),5
Linköping (Vikingstad-Rappestad),5
Linköping (Vimanshäll),4
Linköping (Vreta Kloster omland),4
Linköping (Vårdnäs omland),5
Linköping (Åkerbo omland),4
Norrköping (Borgs villastad-Kneippen),4
Norrköping (Djurön-Ljunga-Tingstad),4
Norrköping (Djäknepark-Gustav Adolf),3
Norrköping (Eksund-Öbonäs),4
Norrköping (Eneby centrum-Vidablick-Sandbyhov),3
Norrköping (Gamla Staden-Centrum),3
Norrköping (Generalen),2
Norrköping (Grönhög-Klingsberg),3
Norrköping (Hallberga-Fyrby-Sörby),4
Norrköping (Herstadberg-Händelö-Lagerlunda),4
Norrköping (Kimstad-Norsholm-Skärkind),4
Norrköping (Kolmården),4
Norrköping (Kärrhagen-Kättsätter),4
Norrköping (Lindö-Berga-Marby),4
Norrköping (Navestad-Åselstad),1
Norrköping (Nordvästra Marielund),3
Norrköping (Nordvästra Nordantill),3
Norrköping (Nordvästra Vilbergen),3
Norrköping (Nordöstra Hageby),1
Norrköping (Norra Ektorp),1
Norrköping (Norra Ljura),1
Norrköping (Oxelbergen-Risängen-Sylten),4
Norrköping (Pryssgården-Taborsberg),4
Norrköping (Rambodal),4
Norrköping (Sandtorp-Norra Skarphagen),3
Norrköping (Simonstorp-Graversfors-Landsbygd),4
Norrköping (Skärblacka-Vånga-Landsbygd),4
Norrköping (Smedby-Brånnestad),4
Norrköping (Strömbacken-Berget-Södertull),3
Norrköping (Svärtinge-Loddby-Landsbygd),5
Norrköping (Sydvästra Hageby),1
Norrköping (Sydöstra Marielund),1
Norrköping (Sydöstra Nordantill),4
Norrköping (Sydöstra Vilbergen-Björkalund),3
Norrköping (Såpkullen-Söderstaden-Vasaparken),3
Norrköping (Södra Ektorp),4
Norrköping (Västra Klockaretorpet),2
Norrköping (Åby-Jursla-Landsbygd),4
Norrköping (Östra Haga),3
Norrköping (Östra Vikbolandet),4
Söderköping (Alboga-Bossgård),3
Söderköping (Drothem),4
Söderköping (Mogata-Sankt Anna),4
Söderköping (Skönberga),3
Söderköping (Söderköpings centrum),4
Söderköping (Söderköpings omland-Östra Ryd),4
Söderköping (Västra Husby-Luddingsbo),4
Motala (Borensberg),4
Motala (Charlottenborg-Ekenäs-Grankulla),1
Motala (Ekön-Torvmossen),1
Motala (Fornåsa-Österstad-Klockrike),4
Motala (Fågelsta-Södra Freberga),4
Motala (Gamla stan),3
Motala (Motala tätort-övrigt),4
Motala (Nykyrka-Tjällmo-Godegård),4
Motala (Väster-Södra Varamon-Gustavsvik),1
Vadstena (Centrala Vadstena-Kvissberg),3
Vadstena (Tycklinge),4
Vadstena (Vadstena Innerstaden),4
Vadstena (Vadstena landsbygd),4
Vadstena (Vadstena söder),4
Mjölby (Eldslösa),5
Mjölby (Mantorp tätort),4
Mjölby (Mjölby omnejd-Skänninge omnejd),4
Mjölby (Mjölby östra),4
Mjölby (Ryttarhagen-Högby),3
Mjölby (Skeppsås-Normlösa-Öjebro),4
Mjölby (Skänninge tätort),3
Mjölby (Slomarp-Egeby),2
Mjölby (Svartå strand-Centrum-Albacken),3
Mjölby (Sya-Spångsholm-Veta),4
Mjölby (Sörby-Östra Lundby-Centrum),2
Mjölby (Tunet-Hagaparken),3
Mjölby (Vasa),3
Mjölby (Väderstad-Väderstad omnejd),4
Mjölby (Västra Harg-Östra Tollstad),4
Mjölby (Västra Lundby),3
Aneby (Aneby nordvästra),4
Aneby (Aneby västra omland),4
Aneby (Aneby östra),3
Aneby (Aneby östra omland),4
Gnosjö (Gnosjö landsbygd),4
Gnosjö (Gnosjö tätort),3
Gnosjö (Hillerstorp tätort),3
Mullsjö (Mullsjö tätort nordvästra),4
Mullsjö (Mullsjö tätort nordöstra),4
Mullsjö (Mullsjö tätort södra),4
Mullsjö (Sandhem-Bjurbäck-Utvängstorp),3
Habo (Bränninge),4
Habo (Habo norra),4
Habo (Habo södra),4
Habo (Kyrkeryd-Kråkeryd),4
Habo (Kärnekulla-Sjogarp),5
Habo (Kärr),4
Habo (Mölekullen-Centrum),3
Gislaved (Anderstorp nordsydväst),3
Gislaved (Anderstorp östra),4
Gislaved (Broaryd-Gislaved omland),4
Gislaved (Burseryd),3
Gislaved (Gislaved nordväst),1
Gislaved (Gislaved norra),2
Gislaved (Gislaved södra),4
Gislaved (Gislaved östra),3
Gislaved (Hestra),4
Gislaved (Reftele),3
Gislaved (Smålandsstenar västra),3
Gislaved (Smålandsstenar östra),2
Gislaved (Smålandsstenar-Reftele omland),4
Vaggeryd (Bondstorp-Byarum omland),4
Vaggeryd (Hok-Svenarum omland),4
Vaggeryd (Skillingaryd västra),4
Vaggeryd (Skillingaryd östra),2
Vaggeryd (Vaggeryd norra),4
Vaggeryd (Vaggeryd västra),4
Vaggeryd (Vaggeryd östra),3
Vaggeryd (Åker-Tofteryd omland),4
Jönköping (Bankeryd),4
Jönköping (Barnarp),4
Jönköping (Barnarps-Tenhults landsbygder),4
Jönköping (Bymarken),5
Jönköping (Bäckalyckan-Västra Torpa),4
Jönköping (Egna Hem-Stensholm),4
Jönköping (Ekhagen),3
Jönköping (Gråbo-Tormenås),4
Jönköping (Gränna),4
Jönköping (Gräshagen-Tokarp),4
Jönköping (Hisingstorp-Dalvik-Skänkeberg),4
Jönköping (Hovslätt),4
Jönköping (Huskvarna centrum),3
Jönköping (Huskvarna söder),3
Jönköping (Järstorp-Bottnaryd-Norra Unnaryd),4
Jönköping (Jönköping centrum Väster),4
Jönköping (Jönköping centrum Öster),4
Jönköping (Kaxholmen),4
Jönköping (Liljeholmen-Västra Rosenlund),3
Jönköping (Ljungarum),4
Jönköping (Norrahammar),4
Jönköping (Norrängen),4
Jönköping (Rosenlund-Vättersnäs),4
Jönköping (Råslätt),1
Jönköping (Samset-Mariebo),4
Jönköping (Skärstad-Lekeryd),4
Jönköping (Söder-Munksjöstaden),4
Jönköping (Södra Munksjön-Kättilstorp),4
Jönköping (Taberg-Månsarp),4
Jönköping (Tenhult),4
Jönköping (Trånghalla-Kortebo),4
Jönköping (Visingsö-Örserum-Ölmstad),4
Jönköping (Österängen),1
Jönköping (Öxnehaga),3
Jönköping (Öxnehaga centrum),1
Nässjö (Bodafors),2
Nässjö (Forserum),4
Nässjö (Handskeryd),3
Nässjö (Ingsberg-Nyhem-Hultet),3
Nässjö (Malmbäck),3
Nässjö (Norrboda-Västra Runneryd),2
Nässjö (Nässjö centrum),3
Nässjö (Nässjö norra landsbygd),4
Nässjö (Nässjö södra landsbygd),4
Nässjö (Nässjö västra landsbygd),4
Nässjö (Södra Åker-Åkershäll-Södergården),3
Nässjö (Åker-Målen),4
Nässjö (Östra Runneryd),1
Värnamo (Bor),4
Värnamo (Bredaryd),3
Värnamo (Centrum-Apladalen),4
Värnamo (Forsheda),3
Värnamo (Gröndal-Norregård),4
Värnamo (Mossle),2
Värnamo (Nylund-Duvelund),4
Värnamo (Rydaholm),2
Värnamo (Trälleborg),3
Värnamo (Vråen-Rörstorp),3
Värnamo (Värnamo sydöstra),4
Värnamo (Värnamo västra),4
Värnamo (Värnamo östra),4
Sävsjö (Stockaryd),2
Sävsjö (Sävsjö nordöst),3
Sävsjö (Sävsjö norra omland),4
Sävsjö (Sävsjö sydöst),2
Sävsjö (Sävsjö södra omland),3
Sävsjö (Sävsjö väst),3
Sävsjö (Vrigstad),3
Vetlanda (Ekenässjön),3
Vetlanda (Holsby-Kvillsfors),3
Vetlanda (Korsberga-Nye),4
Vetlanda (Landsbro-Myresö),3
Vetlanda (Vetlanda-Brunnsgård),3
Vetlanda (Vetlanda-Bäckseda),4
Vetlanda (Vetlanda-Centrum),3
Vetlanda (Vetlanda-Karslund),4
Vetlanda (Vetlanda-Mellangården),3
Vetlanda (Vetlanda-Tomaslunden),3
Vetlanda (Vetlanda-Upplanda),1
Eksjö (Eksjö norra),4
Eksjö (Eksjö södra),4
Eksjö (Eksjö västra),2
Eksjö (Eksjö västra landsbygd),4
Eksjö (Eksjö östra),2
Eksjö (Eksjö östra landsbygd),3
Eksjö (Mariannelund),2
Tranås (Tranås centrum),3
Tranås (Tranås västra landsbygd),4
Tranås (Tranås östra landsbygd),4
Tranås (Tranås-väster),2
Tranås (Tranås-öster),4
Uppvidinge (Klavreström-Norrhult),3
Uppvidinge (Lenhovda),3
Uppvidinge (Uppvidinge omland),3
Uppvidinge (Åseda),2
Lessebo (Hovmantorp),3
Lessebo (Kosta),2
Lessebo (Lessebo centralort),2
Lessebo (Lessebo omland),3
Tingsryd (Konga),3
Tingsryd (Linneryd-Älmeboda),3
Tingsryd (Ryds glesbygd),4
Tingsryd (Ryds tätort),2
Tingsryd (Tingryds glesbygd-Väckelsång),4
Tingsryd (Tingsryds tätort),3
Tingsryd (Urshult),3
Alvesta (Alvesta centrum),1
Alvesta (Alvesta nordost),4
Alvesta (Alvesta sydost),4
Alvesta (Alvesta södra),1
Alvesta (Alvesta västra),2
Alvesta (Blädinge),4
Alvesta (Grimslöv),4
Alvesta (Hjortsberga),4
Alvesta (Moheda-Torpsbruk),4
Alvesta (Slätthög),4
Alvesta (Vislanda),3
Alvesta (Västra Torsås),4
Älmhult (Diö-Liatorp),4
Älmhult (Älmhult norra),3
Älmhult (Älmhult sydöstra),3
Älmhult (Älmhult västra),4
Älmhult (Älmhult östra),1
Älmhult (Älmhults omland),4
Markaryd (Markaryds kommuns landsbygd),4
Markaryd (Markaryd-Timsfors),3
Markaryd (Traryd-Strömsnäsbruk),2
Växjö (Araby-Dalbo-Nydala),1
Växjö (Braås),2
Växjö (Gamla norr-Fagrabäck),4
Växjö (Gemla),4
Växjö (Hov-Norr),5
Växjö (Hovshaga),4
Växjö (Högstorp-Hollstorp),4
Växjö (Ingelstad),4
Växjö (Kungsmad-Pilbäcken),3
Växjö (Lammhult),2
Växjö (Rottne),3
Växjö (Sandsbro),4
Växjö (Stadsnära landsbygd),4
Växjö (Söder-Bäckaslöv),4
Växjö (Teleborg),4
Växjö (Teleborg centrum),2
Växjö (Universitetsområde),2
Växjö (Västra mark),4
Växjö (Växjö centrum-Väster-Spetsamossen),4
Växjö (Växjö landsbygd),4
Växjö (Växjö öster),3
Växjö (Öjaby-Räppe),4
Växjö (Östra Lugnet-Evedal),5
Ljungby (Angelstad-Bolmen),4
Ljungby (Annelund),4
Ljungby (Ekebacken),4
Ljungby (Hamneda-Kånna),4
Ljungby (Hångers),4
Ljungby (Kungshög),3
Ljungby (Lagan),3
Ljungby (Lidhult-Odensjö-Torpa),3
Ljungby (Ljungby centrum),2
Ljungby (Replösa),4
Ljungby (Ryssby-Agunnaryd),4
Ljungby (Stensberg),4
Ljungby (Vittaryd),4
Ljungby (Ågård-Hjortsberg),3
Högsby (Fagerhult),3
Högsby (Högsby),2
Högsby (Högsby omland),3
Högsby (Långemåla),2
Torsås (Bergkvara),3
Torsås (Gullabo),3
Torsås (Möre),3
Torsås (Söderåkra),3
Torsås (Torsås),3
Mörbylånga (Algutsrum-Saxnäs-Glömminge),4
Mörbylånga (Färjestaden centrala),4
Mörbylånga (Färjestaden norra),5
Mörbylånga (Färjestaden södra),4
Mörbylånga (Mörbylånga),3
Mörbylånga (Mörbylånga omland),4
Mörbylånga (Skogsby-Torslunda),4
Hultsfred (Hultsfreds tätort norra),3
Hultsfred (Hultsfreds tätort södra),1
Hultsfred (Hultsfreds tätort västra),3
Hultsfred (Järnforsen-Målilla-Virserum landsbygd),3
Hultsfred (Lönneberga-Silverdalen tätort-landsbygd),3
Hultsfred (Målilla-Gårdveda-Rosenfors-Ämmenäs tätort),2
Hultsfred (Mörlunda tätort-landsbygd),3
Hultsfred (Vena tätort-Vena landsbygd),4
Hultsfred (Virserums tätort),2
Mönsterås (Blomstermåla),3
Mönsterås (Fliseryd omland),4
Mönsterås (Mellersta Mönsterås samhälle),3
Mönsterås (Mönsterås centrala),2
Mönsterås (Mönsterås omland),4
Mönsterås (Mönsterås södra samhälle-Oknö),4
Mönsterås (Norra-västra Mönsterås samhälle),3
Mönsterås (Timmernabben),4
Mönsterås (Ålem omland),4
Mönsterås (Ålem stationssamhälle),4
Emmaboda (Algutsboda-Algutsboda omland),3
Emmaboda (Emmaboda norra),3
Emmaboda (Emmaboda södra),1
Emmaboda (Emmaboda-Lindås),3
Emmaboda (Långasjö-Långasjö omland),4
Emmaboda (Vissefjärda-Vissefjärda omland),3
Kalmar (Berga),5
Kalmar (Bergavik-Björkenäs),4
Kalmar (Boholmarna-Dunö-Rinkabyholm),5
Kalmar (Djurängen-Funkabo-Oxhagen),3
Kalmar (Getingen-Tallhagen-Västra Norrgård),4
Kalmar (Kalmar centrala-Stensö),4
Kalmar (Kalmar norra kommundelen),4
Kalmar (Kalmar södra kommundelen),4
Kalmar (Kalmar västra kommundelen),4
Kalmar (Krafslösa-Snurrom-Vimpeltorpet),4
Kalmar (Lindsdal),4
Kalmar (Norrliden),1
Kalmar (Påryd),3
Kalmar (Tegelviken-Västra Malmen),4
Kalmar (Västra Smedby),2
Kalmar (Östra Norrgård-Östra Malmen),4
Kalmar (Östra Smedby),4
Nybro (Alsjöholm-Örsjö),3
Nybro (Hälleberga-Kristvalla),3
Nybro (Kråksmåla),3
Nybro (Kungshall),1
Nybro (Myrdalen-Idehult-Rismåla),3
Nybro (Nybro centrum-Paradiset-Åkrahäll),3
Nybro (Nybro södra-Madesjö),4
Nybro (Nybros södra omland),4
Nybro (Orrefors-Flygsfors),2
Oskarshamn (Bockara-Påskallavik),4
Oskarshamn (Döderhult-Svalliden),4
Oskarshamn (Gröndal-Åsa),3
Oskarshamn (Hummlekärrshult-Mockebo-Saltvik),4
Oskarshamn (Kristdala-Fårbo-Figeholm),4
Oskarshamn (Kristineberg-Mysingsö),3
Oskarshamn (Norrtorn-Orrängen),4
Oskarshamn (Oskarshamns centrum),3
Västervik (Ankarsrum),3
Västervik (Brevik-Gertrudsvik),4
Västervik (Gamleby),3
Västervik (Gunnebo),2
Västervik (Norra Tjust),3
Västervik (Peru-Arabien),3
Västervik (Piperskärr-Grantorpet),5
Västervik (Reginelund-Stenhagen),4
Västervik (Skogshaga),3
Västervik (Södermalm-Karstorp),2
Västervik (Södra Tjust),4
Västervik (Västervik centrum),4
Västervik (Västralund-Jenny),4
Västervik (Örbäcken-Lysingsbadet),4
Västervik (Östermalm-Johannesdal),3
Västervik (Överum),3
Vimmerby (Storebro),3
Vimmerby (Södra Vi),3
Vimmerby (Vimmerby norra),5
Vimmerby (Vimmerby norra landsbygd),3
Vimmerby (Vimmerby sydost),3
Vimmerby (Vimmerby sydväst),3
Vimmerby (Vimmerby västra landsbygd),4
Vimmerby (Vimmerby östra),4
Vimmerby (Vimmerby östra landsbygd),4
Vimmerby (Vimmerby-Bullerbyn),2
Borgholm (Borgholm norra kommundelen),4
Borgholm (Borgholm södra kommundelen),4
Borgholm (Borgholm-Köpingsvik),3
Gotland (Bingeby),2
Gotland (Gotland mellersta),4
Gotland (Gotland norra),4
Gotland (Gotland södra),3
Gotland (Gråbo),3
Gotland (Hemse),2
Gotland (Innerstaden-Visby norra),4
Gotland (Klintehamn),3
Gotland (Roma),4
Gotland (Slite),3
Gotland (Visby omland),4
Gotland (Visby södra),4
Olofström (Jämshög-Jämshög närområde),4
Olofström (Kyrkhult-Kyrkhult närområde),4
Olofström (Olofström sydöstra-Gränum),4
Olofström (Olofströms omland-Vilshult),3
Olofström (Olofströms tätort nordvästra-Vilboken),3
Olofström (Olofströms tätort nordöstra-Brännaregården),3
Olofström (Olofströms tätort norra-centrala),3
Olofström (Olofströms tätort södra-Nordenbergsskolan),4
Karlskrona (Bergåsa-Västra Mark-Annebo),4
Karlskrona (Fridlevstad-Tving),4
Karlskrona (Galgamarken),2
Karlskrona (Holmsjö-Strömsberg-Kättilsmåla),4
Karlskrona (Hässlegården-Bastasjö-Torskors),5
Karlskrona (Hästö),5
Karlskrona (Jämjö tätort),4
Karlskrona (Karlskronas omland-Nättrabys omland),4
Karlskrona (Kronotorp-Nordöstra Lyckeby),3
Karlskrona (Kungsmarken),1
Karlskrona (Långö-Gräsvik),4
Karlskrona (Marieberg-Gullberna),1
Karlskrona (Mariedal-Backabo),4
Karlskrona (Nordvästra Trossö),4
Karlskrona (Nordöstra Trossö),4
Karlskrona (Nättraby tätort),5
Karlskrona (Pantarholmen),4
Karlskrona (Ramdala-Senoren),5
Karlskrona (Rödeby tätort),4
Karlskrona (Saltö-Björkholmen),4
Karlskrona (Skärgården),4
Karlskrona (Spandelstorp),4
Karlskrona (Sydvästra Trossö),4
Karlskrona (Sydöstra Lyckeby),5
Karlskrona (Sydöstra Trossö),4
Karlskrona (Torhamn-Kristianopel-Jämjös omland),4
Karlskrona (Verkö-Ringö-Knösö),5
Karlskrona (Västra Lyckeby),4
Ronneby (Backaryd-Hallabro),3
Ronneby (Bräkne-Hoby),4
Ronneby (Ekenäs-Sörby-Påtorp),4
Ronneby (Hasselstad-Eringsboda),4
Ronneby (Hulta),5
Ronneby (Kallinge),3
Ronneby (Ronneby centrum),2
Ronneby (Saxemara-Listerby-Johannishus),4
Ronneby (Älgbacken-Hjorthöjden),1
Karlshamn (Asarum centrala),3
Karlshamn (Duveryd),4
Karlshamn (Froarp),4
Karlshamn (Hällaryd-Åryd),4
Karlshamn (Högadal),2
Karlshamn (Karlshamn centrala),3
Karlshamn (Karlshamn västra),3
Karlshamn (Karlshamn östra),4
Karlshamn (Korpadalen-Strömma),5
Karlshamn (Mörrum västra),3
Karlshamn (Mörrum östra),4
Karlshamn (Mörrum-Svängsta omland),4
Karlshamn (Prästslätten),4
Karlshamn (Svängsta),2
Sölvesborg (Falkvik),3
Sölvesborg (Hällevik),4
Sölvesborg (Kylinge-Gammalstorp-Ysane),4
Sölvesborg (Listerlandet-Hanö),4
Sölvesborg (Mjällby),3
Sölvesborg (Norje-Pukavik),4
Sölvesborg (Stadskärnan),3
Sölvesborg (Sölvesborg),4
Svalöv (Kågeröd-Billeberga omland),4
Svalöv (Röstånga),4
Svalöv (Svalöv),3
Svalöv (Teckomatorp),4
Staffanstorp (Hjärup-Hjärup omnejd),5
Staffanstorp (Jakriborg-Jakriborg omnejd),3
Staffanstorp (Nordvästra Staffanstorp-omnejd),3
Staffanstorp (Nordöstra Staffanstorp-omnejd),4
Staffanstorp (Norra Hjärup-omnejd-Bergströmshusen),5
Staffanstorp (Staffanstorp centrala),4
Staffanstorp (Staffanstorp södra),4
Staffanstorp (Staffanstorp västra),4
Staffanstorp (Staffanstorp östra),4
Staffanstorp (Staffanstorps omnejd),4
Staffanstorp (Sydvästra Staffanstorp-omnejd),5
Staffanstorp (Sydöstra Staffanstorp-omnejd),4
Burlöv (Burlöv södra),3
Burlöv (Norra Åkarp),5
Burlöv (Svenshög-Elisetorp),2
Burlöv (Södra Arlöv),2
Burlöv (Södra Åkarp),4
Burlöv (Tågarp),3
Vellinge (Arrie-Västra Ingelstad-Östra Grevie),4
Vellinge (Falsterbo),5
Vellinge (Hököpinge),4
Vellinge (Höllviken centrum-Collins väg-Klockarevägen),5
Vellinge (Höllviken kanalvägarna-Gya-Kämpinge),5
Vellinge (Ljunghusen),5
Vellinge (Skanör),5
Vellinge (Vellinge centrum-Tran-Vipgränd-Herrestorp),4
Vellinge (Vellinge kommuns jordbrukslandskap),4
Vellinge (Vellinge norra-Asklunda-Eskilstorp),5
Vellinge (Vellinge södra-Södervång-Tofta),4
Vellinge (Vellinge västra-Norrevång-Torsgården),4
Vellinge (Östra Höllviken-Kronodal-Granvik),5
Vellinge (Östra Höllviken-Sandeplan-Rängs sand),5
Östra Göinge (Broby väst),3
Östra Göinge (Broby öst),1
Östra Göinge (Glimåkra),2
Östra Göinge (Hanaskog),2
Östra Göinge (Knislinge väst),4
Östra Göinge (Knislinge öst),3
Östra Göinge (Sibbhult),2
Östra Göinge (Östra Göinge landsbygd),4
Örkelljunga (Örkelljunga norra),2
Örkelljunga (Örkelljunga omland),3
Örkelljunga (Örkelljunga västra),3
Örkelljunga (Örkelljunga östra),4
Bjuv (Billesholm norra),4
Bjuv (Billesholm södra),2
Bjuv (Bjuv norra-Gunnarstorp),2
Bjuv (Bjuv södra),3
Bjuv (Bjuv västra),4
Bjuv (Bjuv östra-Selleberga),1
Bjuv (Ekeby västra),4
Bjuv (Ekeby östra),3
Kävlinge (Arvidsborg-Korsbacka),2
Kävlinge (Dösjebro),4
Kävlinge (Furulund-Lackalänga),5
Kävlinge (Hofterup-Ålstorp),5
Kävlinge (Kävlinge centrum),3
Kävlinge (Kävlinge nordväst),4
Kävlinge (Kävlinge norra-Stationsstaden-Rinnebäck),4
Kävlinge (Kävlinge omland),4
Kävlinge (Löddeköpinge),4
Kävlinge (Löddeköpinge väster-Barsebäck),5
Lomma (Bjärred norra),5
Lomma (Bjärred södra),5
Lomma (Flädie-Fjelie),4
Lomma (Lomma centrala),5
Lomma (Lomma norra),4
Lomma (Lomma södra-Alnarp),5
Svedala (Bara),4
Svedala (Bjärshög-Skabersjö-Kärrstorp),4
Svedala (Hyby-Holmeja-Börringe),4
Svedala (Klågerup),4
Svedala (Marbäck-Naverlönn-Kyrkan),3
Svedala (Svedala centrum-Svedala södra),4
Svedala (Svedala norra-Bjäret-Sjödiken-Tittente),4
Skurup (Bingsmarken-Abbekås-Mossby),4
Skurup (Janstorp-Slimminge-Tånebro),4
Skurup (Rydsgård),4
Skurup (Skivarp),3
Skurup (Skurup nordost),3
Skurup (Skurup nordväst),4
Skurup (Skurup sydost),3
Skurup (Skurup sydväst),4
Sjöbo (Björka-Öved-Bjärsjölagård),3
Sjöbo (Blentarp-Dalvik),4
Sjöbo (Fränninge-Vallarum),3
Sjöbo (Grimstofta-Åsum),4
Sjöbo (Hemmestorp-Everlöv-Ilstorp),4
Sjöbo (Lövestad-Heinge),3
Sjöbo (Sjöbo centrum-Sjöbo östra),3
Sjöbo (Sommarbyarna Norra-Omma),3
Sjöbo (Sommarbyarna Södra-Ryggorna-Spjälla),4
Sjöbo (Sövde-Knickarp),4
Sjöbo (Vollsjö-Brandstad),3
Sjöbo (Äsperöd-Vanstad-Röddinge),4
Hörby (Hörby västra-Osbyholm),4
Hörby (Hörby östra),3
Hörby (Killhult-Satserup),4
Hörby (Ludvigsborg-Södra Rörum),4
Hörby (Lyby-Östraby),4
Hörby (Önneköp),3
Höör (Höör väster-Centrala Höör-Grönalund),4
Höör (Snogeröd-Munkarp-Norra Rörum),4
Höör (Stanstorp-Sätofta-Sjunnerup),4
Höör (Stenskogen-Veterinärgården),4
Höör (Tjörnarps stationssamhälle),3
Tomelilla (Tomelilla norra omland),4
Tomelilla (Tomelilla omnejd),4
Tomelilla (Tomelilla södra),3
Tomelilla (Tomelilla södra omland),4
Tomelilla (Tomelilla västra),1
Tomelilla (Tomelilla östra),3
Bromölla (Bromölla omland),4
Bromölla (Bromölla öster-Dalafuret),3
Bromölla (Bromölla östra centrum-Åbylyckorna),3
Bromölla (Gualöv-Bromölla skogen-västra centrum Bromölla),3
Bromölla (Ivetofta-Rökebacken),4
Bromölla (Nymölla-Edenryd-Valje),4
Bromölla (Näsum-Västanå),3
Osby (Killeberg-Loshult-Hökön),3
Osby (Lönsboda),3
Osby (Lönsboda omland),4
Osby (Osby norra),2
Osby (Osby omland),4
Osby (Osby södra),4
Perstorp (Perstorp nordvästra tätorten),1
Perstorp (Perstorp nordöstra tätorten),1
Perstorp (Perstorp omland),4
Perstorp (Perstorp sydvästra tätorten),2
Perstorp (Perstorp sydöstra tätorten),3
Klippan (Krika omland),4
Klippan (Ljungbyhed),3
Klippan (Ljungbyhed omland),4
Klippan (Solslätt-Pappersbruket),3
Klippan (Stidsvig-Östra Ljungby),3
Klippan (Storäng-Söndraby),4
Klippan (Tegelbruket-Klippan väster),2
Åstorp (Björnekulla),3
Åstorp (Björnås-Tingdal),4
Åstorp (Centrum norr-Grytevad),3
Åstorp (Dala-Bjärshög),3
Åstorp (Haganäs),1
Åstorp (Hyllinge),4
Åstorp (Kvidinge),3
Åstorp (Kvidinge omland),4
Åstorp (Nyvång-Västra Broby),3
Åstorp (Åstorp centrum-Rågen),2
Båstad (Båstad landsbygd),4
Båstad (Båstad västra),4
Båstad (Grevie),4
Båstad (Malen-Båstad),3
Båstad (Torekov),4
Båstad (Västra Förslöv),3
Båstad (Västra Karup-Hov),4
Båstad (Östra Förslöv),4
Båstad (Östra Karup-Hemmeslöv),4
Malmö (RegSO-Almvik norr-Lindängen norr),2
Malmö (RegSO-Almvik syd-Lindängen syd),1
Malmö (RegSO-Annelund-Lönngården),2
Malmö (RegSO-Annetorp-Kalkbrottet),4
Malmö (RegSO-Augustenborg),1
Malmö (RegSO-Bellevuegården väst),2
Malmö (RegSO-Bellevuegården öst),1
Malmö (RegSO-Bellevue-Nya Bellevue),5
Malmö (RegSO-Bunkeflostrand syd),4
Malmö (RegSO-Bunkeflostrand väst),4
Malmö (RegSO-Bunkeflostrand öst),3
Malmö (RegSO-Dammfri),3
Malmö (RegSO-Davidshall-Lugnet),4
Malmö (RegSO-Djupadal-Rosenvång),5
Malmö (RegSO-Elinelund-Djupadal),4
Malmö (RegSO-Emilstorp-Östra kyrkogården-Apelgården),2
Malmö (RegSO-Eriksfält),3
Malmö (RegSO-Fortuna hemgården-Kvarnby-Södra Sallerup),4
Malmö (RegSO-Fosieby-Kastanjegården),3
Malmö (RegSO-Fågelbacken),4
Malmö (RegSO-Gamla Limhamn),4
Malmö (RegSO-Gamla staden öst),4
Malmö (RegSO-Gullvik),3
Malmö (RegSO-Gullviksborg-Hermodsdal syd),1
Malmö (RegSO-Hamnen-Stortorget),4
Malmö (RegSO-Heleneholm-Almhög),1
Malmö (RegSO-Hermodsdal-Gullviksborg),1
Malmö (RegSO-Herrgården norr),1
Malmö (RegSO-Hindby),3
Malmö (RegSO-Holma),1
Malmö (RegSO-Holma-Kroksbäck),1
Malmö (RegSO-Hyllievång norr),1
